Code INSEE;Commune;geo_point_2d;Code Postal;Code Département;Région
2536;NAMPTEUIL-SOUS-MURET;49.3051403969,3.43398003516;2200;2;PICARDIE
89119;COULANGES-SUR-YONNE;47.541473076,3.5245175695;89480;89;BOURGOGNE
51639;LA VILLE-SOUS-ORBAIS;48.9652642255,3.67706951414;51270;51;CHAMPAGNE-ARDENNE
72041;BOUER;48.0763794687,0.633804754102;72390;72;PAYS DE LA LOIRE
64392;MONCLA;43.5813150725,-0.222857074215;64330;64;AQUITAINE
54268;HOUSSEVILLE;48.4077357566,6.11574371641;54930;54;LORRAINE
77190;FONTAINS;48.521763357,3.00687060558;77370;77;ILE-DE-FRANCE
29003;AUDIERNE;48.0241077574,-4.54448750165;29770;29;BRETAGNE
22173;PLANGUENOUAL;48.5332542143,-2.56797956377;22400;22;BRETAGNE
51518;SAINT-THIERRY;49.297621537,3.97532406163;51220;51;CHAMPAGNE-ARDENNE
38224;MAYRES-SAVEL;44.8864456242,5.71096631054;38350;38;RHONE-ALPES
23232;SAINT-PIERRE-BELLEVUE;45.9074959957,1.89628129619;23460;23;LIMOUSIN
74240;SAINT-JEAN-DE-THOLOME;46.1107199959,6.41494686229;74250;74;RHONE-ALPES
62600;NEDON;50.5178234445,2.36307041105;62550;62;NORD-PAS-DE-CALAIS
68245;OBERMORSCHWILLER;47.6414713368,7.31641739319;68130;68;ALSACE
30131;GOUDARGUES;44.2089882991,4.43936949575;30630;30;LANGUEDOC-ROUSSILLON
3149;LOUCHY-MONTFAND;46.3075829687,3.24491928356;3500;3;AUVERGNE
12056;BARAQUEVILLE;44.2810938954,2.44964862339;12160;12;MIDI-PYRENEES
17336;SAINT-GEORGES-DES-COTEAUX;45.7703624625,-0.701151604065;17810;17;POITOU-CHARENTES
11043;BOUILHONNAC;43.232345623,2.44410859417;11800;11;LANGUEDOC-ROUSSILLON
14158;CHICHEBOVILLE;49.1051343014,-0.219931014458;14370;14;BASSE-NORMANDIE
91495;PLESSIS-SAINT-BENOIST;48.4451994125,2.0030499524;91410;91;ILE-DE-FRANCE
8385;SAINT-LAURENT;49.759138963,4.77607432501;8090;8;CHAMPAGNE-ARDENNE
65351;OUSTE;43.0464855651,-0.0149801465463;65100;65;MIDI-PYRENEES
86205;RANTON;46.9989197523,-0.0327224982621;86200;86;POITOU-CHARENTES
47026;BEAUZIAC;44.3136376816,0.0325531377518;47700;47;AQUITAINE
57597;ROSSELANGE;49.2667090169,6.06105180621;57780;57;LORRAINE
51206;DAMPIERRE-LE-CHATEAU;49.0075580233,4.80217889942;51330;51;CHAMPAGNE-ARDENNE
77374;PONTCARRE;48.796292771,2.70744366503;77135;77;ILE-DE-FRANCE
32133;FOURCES;43.9951905461,0.228969106645;32250;32;MIDI-PYRENEES
61392;SAINT-GERMAIN-D'AUNAY;48.9290248327,0.381614351113;61470;61;BASSE-NORMANDIE
13048;JOUQUES;43.6334137827,5.65675796328;13490;13;PROVENCE-ALPES-COTE D'AZUR
95658;VIGNY;49.080165557,1.92992323682;95450;95;ILE-DE-FRANCE
33316;PELLEGRUE;44.7382200976,0.0952560866567;33790;33;AQUITAINE
11068;CAPENDU;43.1836102247,2.5538350475;11700;11;LANGUEDOC-ROUSSILLON
95181;COURCELLES-SUR-VIOSNE;49.073025738,1.99630178022;95650;95;ILE-DE-FRANCE
10095;LE CHENE;48.5628565037,4.17589544005;10700;10;CHAMPAGNE-ARDENNE
21699;VILLERS-LES-POTS;47.2102286765,5.34734391445;21130;21;BOURGOGNE
38317;LE PONT-DE-CLAIX;45.1259127487,5.70193593188;38800;38;RHONE-ALPES
33114;CAVIGNAC;45.096401427,-0.381910358061;33620;33;AQUITAINE
2098;BONNEIL;49.0082419817,3.3459478468;2400;2;PICARDIE
31563;VACQUIERS;43.7908380932,1.48368573442;31340;31;MIDI-PYRENEES
57211;FEVES;49.1891814065,6.10692735575;57280;57;LORRAINE
84115;SAINT-PIERRE-DE-VASSOLS;44.0949073027,5.14436401724;84330;84;PROVENCE-ALPES-COTE D'AZUR
12119;LAGUIOLE;44.6942493054,2.86714579983;12210;12;MIDI-PYRENEES
57252;GOMELANGE;49.2385076599,6.46140268813;57220;57;LORRAINE
71545;TRAMAYES;46.3056528048,4.60368110161;71520;71;BOURGOGNE
88047;BEGNECOURT;48.209918075,6.16460965145;88270;88;LORRAINE
62134;BIMONT;50.540978292,1.90966011141;62650;62;NORD-PAS-DE-CALAIS
81063;CASTELNAU-DE-LEVIS;43.9437169399,2.07110041598;81150;81;MIDI-PYRENEES
62877;WARLINCOURT-LES-PAS;50.1841807304,2.50628872795;62760;62;NORD-PAS-DE-CALAIS
72227;PANON;48.3391172905,0.300272585869;72600;72;PAYS DE LA LOIRE
16411;VILLEJESUS;45.9072730643,0.0325227133588;16140;16;POITOU-CHARENTES
25102;BURNEVILLERS;47.3323007347,7.02071000712;25470;25;FRANCHE-COMTE
86149;MARTAIZE;46.9199511468,0.0501103603933;86330;86;POITOU-CHARENTES
85243;BREM-SUR-MER;46.6118566989,-1.81003917923;85470;85;PAYS DE LA LOIRE
4008;ANNOT;43.9620009704,6.66395811566;4240;4;PROVENCE-ALPES-COTE D'AZUR
38300;PENOL;45.3732511215,5.18172674953;38260;38;RHONE-ALPES
39190;DAMPIERRE;47.1650509305,5.74228998802;39700;39;FRANCHE-COMTE
62650;PELVES;50.2872121477,2.91797931604;62118;62;NORD-PAS-DE-CALAIS
39558;VEVY;46.6664465955,5.66350133684;39570;39;FRANCHE-COMTE
54324;LOREY;48.4973673544,6.31479678875;54290;54;LORRAINE
21661;VELARS-SUR-OUCHE;47.3186399344,4.90983945871;21370;21;BOURGOGNE
55536;VAUQUOIS;49.199378983,5.08325500348;55270;55;LORRAINE
14595;SAINT-JEAN-DE-LIVET;49.0933846739,0.242347762493;14100;14;BASSE-NORMANDIE
78444;NEAUPHLETTE;48.935347635,1.54227113276;78980;78;ILE-DE-FRANCE
90099;VALDOIE;47.6712389192,6.84860821584;90300;90;FRANCHE-COMTE
38429;SAINT-MICHEL-LES-PORTES;44.8650406452,5.59014871863;38650;38;RHONE-ALPES
89416;THURY;47.5889340898,3.30089549955;89520;89;BOURGOGNE
42107;GUMIERES;45.5273238675,3.97708738007;42560;42;RHONE-ALPES
34315;USCLAS-D'HERAULT;43.5218019107,3.46731273264;34230;34;LANGUEDOC-ROUSSILLON
23152;PIERREFITTE;46.1520867476,2.23278629425;23130;23;LIMOUSIN
6009;BAIROLS;43.9870510207,7.11969473058;6420;6;PROVENCE-ALPES-COTE D'AZUR
51269;GIFFAUMONT-CHAMPAUBERT;48.5598653758,4.74815226277;51290;51;CHAMPAGNE-ARDENNE
79270;SAINT-MAIXENT-L'ECOLE;46.4128319027,-0.210238265156;79400;79;POITOU-CHARENTES
39278;LARGILLAY-MARSONNAY;46.5560198028,5.66558400939;39130;39;FRANCHE-COMTE
76240;EPREVILLE;49.7051644136,0.367872929537;76400;76;HAUTE-NORMANDIE
79006;LES ALLEUDS;46.1594577371,-0.013910113453;79190;79;POITOU-CHARENTES
59466;PONT-A-MARCQ;50.5213224802,3.11535964739;59710;59;NORD-PAS-DE-CALAIS
36079;FRANCILLON;46.9464450461,1.55776812764;36110;36;CENTRE
87131;SAILLAT-SUR-VIENNE;45.8704899446,0.834066842263;87720;87;LIMOUSIN
63024;AVEZE;45.5970951985,2.60615054719;63690;63;AUVERGNE
74106;DRAILLANT;46.2957245555,6.4729982985;74550;74;RHONE-ALPES
12030;BOUILLAC;44.5734390459,2.17431868785;12300;12;MIDI-PYRENEES
59094;BOURBOURG;50.9424001702,2.20355448436;59630;59;NORD-PAS-DE-CALAIS
4183;SAINT-JULIEN-DU-VERDON;43.9097626116,6.54605900451;4170;4;PROVENCE-ALPES-COTE D'AZUR
49261;LES ROSIERS-SUR-LOIRE;47.374115152,-0.222562814963;49350;49;PAYS DE LA LOIRE
59465;POMMEREUIL;50.1169693319,3.58693750917;59360;59;NORD-PAS-DE-CALAIS
24512;SAINT-VINCENT-LE-PALUEL;44.8833667708,1.27542467394;24200;24;AQUITAINE
67413;ROSTEIG;48.9319268767,7.33608226075;67290;67;ALSACE
22119;LANVELLEC;48.6072769742,-3.52795086821;22420;22;BRETAGNE
30257;SAINT-GERVASY;43.8745230811,4.46960919044;30320;30;LANGUEDOC-ROUSSILLON
25216;ECURCEY;47.4031119157,6.8050274649;25150;25;FRANCHE-COMTE
88009;ANOULD;48.1847716703,6.94070062942;88650;88;LORRAINE
15121;MAURINES;44.870056489,3.08208971264;15110;15;AUVERGNE
29010;BODILIS;48.5153978832,-4.12063096019;29400;29;BRETAGNE
47316;VARES;44.4325501757,0.356074701312;47400;47;AQUITAINE
15152;PIERREFORT;44.9288418231,2.83819601697;15230;15;AUVERGNE
67180;HAGUENAU;48.8417047695,7.83010404968;67500;67;ALSACE
22307;SAINT-JULIEN;48.4480990562,-2.81685604656;22940;22;BRETAGNE
46212;ORNIAC;44.5429306051,1.67747447618;46330;46;MIDI-PYRENEES
32225;MALABAT;43.431964924,0.19281822284;32730;32;MIDI-PYRENEES
57244;GARREBOURG;48.7083515564,7.23712179882;57820;57;LORRAINE
43046;CHADRAC;45.0610194806,3.90105321748;43770;43;AUVERGNE
38062;LA BUISSIERE;45.4086712829,5.98572771448;38530;38;RHONE-ALPES
57086;BELLES-FORETS;48.8081241943,6.90014574673;57930;57;LORRAINE
1454;VIRIGNIN;45.7267387762,5.71282330936;1300;1;RHONE-ALPES
39409;PEINTRE;47.1980003971,5.47297179075;39290;39;FRANCHE-COMTE
27050;BEAUMONTEL;49.0956151725,0.780814703576;27170;27;HAUTE-NORMANDIE
34013;ASPIRAN;43.5672233099,3.4481611939;34800;34;LANGUEDOC-ROUSSILLON
50642;VINDEFONTAINE;49.3413930139,-1.42827947486;50250;50;BASSE-NORMANDIE
84133;LA TOUR-D'AIGUES;43.7214835187,5.56734664063;84240;84;PROVENCE-ALPES-COTE D'AZUR
62145;BOIRY-NOTRE-DAME;50.2739296431,2.94252395946;62156;62;NORD-PAS-DE-CALAIS
78474;ORVILLIERS;48.8548104012,1.64252100195;78910;78;ILE-DE-FRANCE
61111;COLOMBIERS;48.4757516967,0.0509684749642;61250;61;BASSE-NORMANDIE
57412;LONGEVILLE-LES-METZ;49.1148867103,6.14655128172;57050;57;LORRAINE
56045;LE COURS;47.7495071048,-2.50848106104;56230;56;BRETAGNE
95543;SAINT-CYR-EN-ARTHIES;49.059130605,1.74195790474;95510;95;ILE-DE-FRANCE
40320;UCHACQ-ET-PARENTIS;43.945851007,-0.548232922366;40090;40;AQUITAINE
71423;SAINT-GERVAIS-EN-VALLIERE;46.945273256,4.96240902154;71350;71;BOURGOGNE
14605;SAINT-LAURENT-SUR-MER;49.3577049946,-0.876012116729;14710;14;BASSE-NORMANDIE
5181;VILLAR-D'ARENE;44.999721765,6.36428454594;5480;5;PROVENCE-ALPES-COTE D'AZUR
18288;VORLY;46.9399216057,2.4731491323;18340;18;CENTRE
72295;SAINT-LONGIS;48.3534054858,0.336993327744;72600;72;PAYS DE LA LOIRE
71251;LAIZY;46.9108484487,4.18328808367;71190;71;BOURGOGNE
76365;HOUDETOT;49.8169400407,0.806245052937;76740;76;HAUTE-NORMANDIE
40075;CASTETS;43.87403966,-1.14528108058;40260;40;AQUITAINE
15221;SANSAC-DE-MARMIESSE;44.8902213985,2.34319236958;15130;15;AUVERGNE
32289;MONTPEZAT;43.3888998554,0.977281314352;32220;32;MIDI-PYRENEES
26024;BARCELONNE;44.8669475417,5.05494635699;26120;26;RHONE-ALPES
17411;SAINT-TROJAN-LES-BAINS;45.8319189499,-1.22713007046;17370;17;POITOU-CHARENTES
33532;TIZAC-DE-LAPOUYADE;45.0701772537,-0.314253428253;33620;33;AQUITAINE
42326;VERANNE;45.3722142523,4.63484498928;42520;42;RHONE-ALPES
11339;SAINT-DENIS;43.3563040517,2.21782788415;11310;11;LANGUEDOC-ROUSSILLON
18287;VINON;47.2824813545,2.83212165304;18300;18;CENTRE
66068;ESCARO;42.5345574095,2.31898297559;66360;66;LANGUEDOC-ROUSSILLON
78346;LONGNES;48.9228573814,1.57947128882;78980;78;ILE-DE-FRANCE
88229;HARCHECHAMP;48.4051693044,5.80121835307;88300;88;LORRAINE
31517;SAINT-SULPICE-SUR-LEZE;43.3245529434,1.34127372326;31410;31;MIDI-PYRENEES
12002;AGUESSAC;44.1613901609,3.06898957805;12520;12;MIDI-PYRENEES
1156;FARAMANS;45.9104942091,5.1249258559;1800;1;RHONE-ALPES
9161;LERAN;42.9847156991,1.91842200411;9600;9;MIDI-PYRENEES
25233;FALLERANS;47.1385232143,6.29267245041;25580;25;FRANCHE-COMTE
51351;MARIGNY;48.6620436629,3.84731315305;51230;51;CHAMPAGNE-ARDENNE
61060;BRETHEL;48.7151055973,0.54286645063;61270;61;BASSE-NORMANDIE
2A189;OLMETO;41.7120554576,8.90482669447;20113;2A;CORSE
61363;SAINT-AQUILIN-DE-CORBION;48.6410212867,0.527395250129;61380;61;BASSE-NORMANDIE
36110;MAILLET;46.5804941943,1.67770625299;36340;36;CENTRE
42157;NOAILLY;46.1414386815,4.00417536538;42640;42;RHONE-ALPES
39565;VILLENEUVE-D'AVAL;46.9695447398,5.74785928595;39600;39;FRANCHE-COMTE
40079;CAZALIS;43.6245965043,-0.66842783095;40700;40;AQUITAINE
71354;POISSON;46.3808508262,4.13353930479;71600;71;BOURGOGNE
23183;SAINT-AVIT-LE-PAUVRE;45.993398023,2.04843748291;23480;23;LIMOUSIN
14654;SAINT-PIERRE-SUR-DIVES;49.0158504483,-0.0407749520168;14170;14;BASSE-NORMANDIE
51071;BOUCHY-SAINT-GENEST;48.6567156677,3.48974064428;51310;51;CHAMPAGNE-ARDENNE
43121;LEOTOING;45.3528081691,3.24026520445;43410;43;AUVERGNE
33187;GIRONDE-SUR-DROPT;44.5911619768,-0.0876331035649;33190;33;AQUITAINE
11350;SAINT-JUST-ET-LE-BEZU;42.8783013645,2.28754203844;11500;11;LANGUEDOC-ROUSSILLON
89324;ROGNY-LES-SEPT-ECLUSES;47.7378445116,2.89070027765;89220;89;BOURGOGNE
13029;CORNILLON-CONFOUX;43.5783400746,5.07659575248;13250;13;PROVENCE-ALPES-COTE D'AZUR
43050;CHAMBEZON;45.3818265401,3.24008015302;43410;43;AUVERGNE
38567;CHAMROUSSE;45.1197427134,5.89438297795;38410;38;RHONE-ALPES
54409;OMELMONT;48.4933449333,6.11846755085;54330;54;LORRAINE
39245;GATEY;46.9455665112,5.45611135598;39120;39;FRANCHE-COMTE
2A203;PARTINELLO;42.3189049324,8.68973829673;20147;2A;CORSE
60182;LE CROCQ;49.6208925269,2.18869008805;60120;60;PICARDIE
27160;CIVIERES;49.1736374608,1.57881565179;27630;27;HAUTE-NORMANDIE
67527;WESTHOUSE-MARMOUTIER;48.6858047247,7.45416585837;67440;67;ALSACE
22024;CALANHEL;48.4405735546,-3.47617281469;22160;22;BRETAGNE
80181;CAYEUX-EN-SANTERRE;49.8125645731,2.60583040653;80800;80;PICARDIE
2B246;LA PORTA;42.4241824082,9.35847182054;20237;2B;CORSE
2348;GLENNES;49.3500649187,3.72060512743;2160;2;PICARDIE
48098;MOLEZON;44.2188601955,3.69509468816;48110;48;LANGUEDOC-ROUSSILLON
1218;LOCHIEU;45.9302479879,5.7413126836;1260;1;RHONE-ALPES
21375;MANLAY;47.1203533728,4.33317142966;21430;21;BOURGOGNE
53006;ARGENTON-NOTRE-DAME;47.7818256101,-0.599209713441;53290;53;PAYS DE LA LOIRE
24527;SAVIGNAC-LES-EGLISES;45.2753181041,0.911755704648;24420;24;AQUITAINE
60695;VINEUIL-SAINT-FIRMIN;49.2047770407,2.50069915861;60500;60;PICARDIE
42275;SAINT-PRIEST-EN-JAREZ;45.4752840967,4.37334466896;42270;42;RHONE-ALPES
8107;CHATEAU-PORCIEN;49.5340250071,4.24761875411;8360;8;CHAMPAGNE-ARDENNE
30275;SAINT-JUST-ET-VACQUIERES;44.1005216678,4.23587499395;30580;30;LANGUEDOC-ROUSSILLON
4109;MALLEFOUGASSE-AUGES;44.0759918613,5.89779648569;4230;4;PROVENCE-ALPES-COTE D'AZUR
10144;ETRELLES-SUR-AUBE;48.5592832077,3.8771042148;10170;10;CHAMPAGNE-ARDENNE
76253;ETOUTTEVILLE;49.6720581542,0.783187037988;76190;76;HAUTE-NORMANDIE
39288;LAVIGNY;46.717011316,5.60517764784;39210;39;FRANCHE-COMTE
71194;FARGES-LES-CHALON;46.8336764432,4.80644535224;71150;71;BOURGOGNE
83073;LE LUC;43.3804648949,6.30599950133;83340;83;PROVENCE-ALPES-COTE D'AZUR
51289;HEILTZ-LE-MAURUPT;48.7987019209,4.82920100589;51340;51;CHAMPAGNE-ARDENNE
70515;LE VAL-DE-GOUHENANS;47.6238998324,6.48703960291;70200;70;FRANCHE-COMTE
59520;RUMILLY-EN-CAMBRESIS;50.1304621675,3.22848231666;59281;59;NORD-PAS-DE-CALAIS
34152;MAS-DE-LONDRES;43.7875830947,3.77381385903;34380;34;LANGUEDOC-ROUSSILLON
48187;LES SALCES;44.5611463487,3.13595674342;48100;48;LANGUEDOC-ROUSSILLON
76347;HAUTOT-LE-VATOIS;49.6464064549,0.702728853885;76190;76;HAUTE-NORMANDIE
95056;BELLOY-EN-FRANCE;49.0922395849,2.371761287;95270;95;ILE-DE-FRANCE
40037;BENQUET;43.8221288864,-0.507091491966;40280;40;AQUITAINE
95287;GRISY-LES-PLATRES;49.1332346678,2.0484611533;95810;95;ILE-DE-FRANCE
46173;LIMOGNE-EN-QUERCY;44.3966427227,1.77829583648;46260;46;MIDI-PYRENEES
43024;BEAUX;45.1942542124,4.08248145168;43200;43;AUVERGNE
24073;CALES;44.8631926385,0.815037014409;24150;24;AQUITAINE
44105;MOUAIS;47.7049782547,-1.66473754092;44590;44;PAYS DE LA LOIRE
31346;MIREPOIX-SUR-TARN;43.8243902958,1.5774699768;31340;31;MIDI-PYRENEES
61179;LA FRESNAYE-AU-SAUVAGE;48.7349647756,-0.259005923776;61210;61;BASSE-NORMANDIE
63345;SAINT-GENES-CHAMPANELLE;45.722927873,2.99890145376;63122;63;AUVERGNE
72054;CHAMPAGNE;48.0162619913,0.333986746648;72470;72;PAYS DE LA LOIRE
12212;SAINT-BEAULIZE;43.9061421509,3.10001497795;12540;12;MIDI-PYRENEES
3219;SAINT-BONNET-DE-FOUR;46.314979417,2.90455342628;3390;3;AUVERGNE
31065;BERAT;43.377910708,1.17131231039;31370;31;MIDI-PYRENEES
63443;VARENNES-SUR-MORGE;45.9398936436,3.18639040806;63720;63;AUVERGNE
64537;TROIS-VILLES;43.1398804842,-0.865595669268;64470;64;AQUITAINE
31551;TARABEL;43.512330223,1.67558246576;31570;31;MIDI-PYRENEES
39538;UXELLES;46.6023318887,5.79058754069;39130;39;FRANCHE-COMTE
51513;SAINT-REMY-EN-BOUZEMONT-SAINT-GENEST-ET-ISSON;48.6129201202,4.6490004853;51290;51;CHAMPAGNE-ARDENNE
77147;LA CROIX-EN-BRIE;48.5944942615,3.07093990033;77370;77;ILE-DE-FRANCE
79190;NEUVY-BOUIN;46.6807933407,-0.446564097269;79130;79;POITOU-CHARENTES
72198;LA MILESSE;48.0667169973,0.135919277684;72650;72;PAYS DE LA LOIRE
39092;CHAMBERIA;46.4694472775,5.5703149623;39270;39;FRANCHE-COMTE
34116;GRABELS;43.6507076799,3.79423262021;34790;34;LANGUEDOC-ROUSSILLON
2232;COYOLLES;49.2133089693,3.01306173751;2600;2;PICARDIE
51484;SAINT-GILLES;49.2815444611,3.6769576626;51170;51;CHAMPAGNE-ARDENNE
68307;SEWEN;47.8075577891,6.88027043152;68290;68;ALSACE
50170;ECOQUENEAUVILLE;49.4001175585,-1.29251665338;50480;50;BASSE-NORMANDIE
31121;CASTERA-VIGNOLES;43.2764304672,0.782548294246;31350;31;MIDI-PYRENEES
27514;SAINT-AUBIN-DU-THENNEY;49.0152361084,0.494315401677;27270;27;HAUTE-NORMANDIE
51302;LES ISTRES-ET-BURY;48.9874290084,4.08707328889;51190;51;CHAMPAGNE-ARDENNE
1192;IZERNORE;46.2179780137,5.56258251719;1580;1;RHONE-ALPES
16238;MOUTONNEAU;45.9131671826,0.22543914525;16460;16;POITOU-CHARENTES
40202;NARROSSE;43.6936975467,-1.00852335605;40180;40;AQUITAINE
24375;SAINT-AUBIN-DE-NABIRAT;44.731908542,1.28437608808;24250;24;AQUITAINE
70549;LA VERNOTTE;47.5093017415,5.8714246202;70130;70;FRANCHE-COMTE
46013;BACH;44.3460184133,1.68033699425;46230;46;MIDI-PYRENEES
58274;SAVIGNY-POIL-FOL;46.7831055479,3.83512689838;58170;58;BOURGOGNE
38420;SAINT-MARTIN-DE-VAULSERRE;45.4927458548,5.68133755645;38480;38;RHONE-ALPES
17260;NEUVICQ;45.2543430051,-0.166383193961;17270;17;POITOU-CHARENTES
60233;FEUQUIERES;49.6498151324,1.84993618914;60960;60;PICARDIE
33311;PAILLET;44.6854994592,-0.361810561695;33550;33;AQUITAINE
72011;ASSE-LE-BOISNE;48.3216528559,-0.00324343366865;72130;72;PAYS DE LA LOIRE
28367;SANTILLY;48.1486900011,1.87957339759;28310;28;CENTRE
73313;VERTHEMEX;45.6285977197,5.79833212691;73170;73;RHONE-ALPES
89192;GRANDCHAMP;47.8037064342,3.17190551759;89350;89;BOURGOGNE
21633;THOREY-SOUS-CHARNY;47.3298168474,4.44950750431;21350;21;BOURGOGNE
85215;SAINT-FULGENT;46.8705618525,-1.16246465678;85250;85;PAYS DE LA LOIRE
23243;SAINT-SILVAIN-SOUS-TOULX;46.2595513591,2.18852889263;23140;23;LIMOUSIN
89215;LAIN;47.611857386,3.34372648975;89560;89;BOURGOGNE
41087;FONTAINE-LES-COTEAUX;47.798872695,0.835689448447;41800;41;CENTRE
81159;MASSAC-SERAN;43.6683120665,1.86258553389;81500;81;MIDI-PYRENEES
95052;BEAUMONT-SUR-OISE;49.1400981058,2.30021267239;95260;95;ILE-DE-FRANCE
21676;VIC-DE-CHASSENAY;47.4708474849,4.26265511038;21140;21;BOURGOGNE
2008;AIZY-JOUY;49.4384256824,3.51149185429;2370;2;PICARDIE
62690;RAYE-SUR-AUTHIE;50.3025647802,1.9586390074;62140;62;NORD-PAS-DE-CALAIS
58032;BILLY-SUR-OISY;47.4843005161,3.40178360674;58500;58;BOURGOGNE
17097;LE CHAY;45.6408933917,-0.902258961295;17600;17;POITOU-CHARENTES
2414;LAVAQUERESSE;49.9465387553,3.7166420191;2450;2;PICARDIE
63355;SAINT-GERVAIS-SOUS-MEYMONT;45.6698849896,3.61279256951;63880;63;AUVERGNE
58141;LAVAULT-DE-FRETOY;47.1054408095,4.02164055616;58230;58;BOURGOGNE
42147;MONTBRISON;45.6008365515,4.0713982073;42600;42;RHONE-ALPES
41278;VILLECHAUVE;47.6438531799,0.949822221437;41310;41;CENTRE
76087;BERVILLE;49.7125106385,0.837054229311;76560;76;HAUTE-NORMANDIE
42223;SAINT-GENEST-LERPT;45.4557410438,4.33134504197;42530;42;RHONE-ALPES
16181;LESSAC;46.0698879321,0.6490709569;16500;16;POITOU-CHARENTES
46128;GRAMAT;44.7635603644,1.71620459363;46500;46;MIDI-PYRENEES
30299;SAINT-SIFFRET;44.0153596124,4.46857345963;30700;30;LANGUEDOC-ROUSSILLON
24155;DOUVILLE;45.0019813607,0.595182446811;24140;24;AQUITAINE
60598;SAINT-SULPICE;49.3492908609,2.12271497289;60430;60;PICARDIE
28005;ALLUYES;48.2289582761,1.36379289637;28800;28;CENTRE
17161;LA FLOTTE;46.1793660462,-1.32163012232;17630;17;POITOU-CHARENTES
38316;PONT-DE-CHERUY;45.7516810527,5.17314203619;38230;38;RHONE-ALPES
62666;PONT-A-VENDIN;50.4760049841,2.88811858203;62880;62;NORD-PAS-DE-CALAIS
61091;CHAMPSECRET;48.605210467,-0.525248571661;61700;61;BASSE-NORMANDIE
62226;CLARQUES;50.6489919917,2.265576615;62129;62;NORD-PAS-DE-CALAIS
53138;LONGUEFUYE;47.8810026528,-0.591521816813;53200;53;PAYS DE LA LOIRE
2152;CERSEUIL;49.324784775,3.51746919082;2220;2;PICARDIE
11253;MONTOLIEU;43.3135618602,2.21473143338;11170;11;LANGUEDOC-ROUSSILLON
69220;SAINT-LAURENT-DE-CHAMOUSSET;45.7378229671,4.46479069472;69930;69;RHONE-ALPES
36213;SAUZELLES;46.6542476574,0.985473920463;36220;36;CENTRE
54479;SAINT-MARD;48.5100096795,6.29862310671;54290;54;LORRAINE
2288;ESSIGNY-LE-PETIT;49.8961825414,3.36742260207;2100;2;PICARDIE
61008;AUBE;48.7318577878,0.545628090073;61270;61;BASSE-NORMANDIE
53251;SAINT-QUENTIN-LES-ANGES;47.777433487,-0.874589070438;53400;53;PAYS DE LA LOIRE
46326;VALPRIONDE;44.3472977247,1.11796104129;46800;46;MIDI-PYRENEES
8394;SAINT-PIERREMONT;49.4891932273,4.94533489491;8240;8;CHAMPAGNE-ARDENNE
71576;LE VILLARS;46.5289774327,4.92186717271;71700;71;BOURGOGNE
14687;LE THEIL-EN-AUGE;49.346810194,0.250984349315;14130;14;BASSE-NORMANDIE
23223;SAINT-MOREIL;45.8603059195,1.69391361996;23400;23;LIMOUSIN
80079;BELLEUSE;49.7029480012,2.11374292271;80160;80;PICARDIE
2088;BIEVRES;49.4921822965,3.7137356904;2860;2;PICARDIE
17453;TRIZAY;45.8824159109,-0.903805758025;17250;17;POITOU-CHARENTES
50606;TRIBEHOU;49.2091331956,-1.24592963433;50620;50;BASSE-NORMANDIE
66213;TOULOUGES;42.6696131691,2.82406854776;66350;66;LANGUEDOC-ROUSSILLON
44037;CHATEAU-THEBAUD;47.1158057933,-1.43844838155;44690;44;PAYS DE LA LOIRE
36095;LIGNEROLLES;46.50077688,2.16356266069;36160;36;CENTRE
47016;AUBIAC;44.1378277846,0.568271708498;47310;47;AQUITAINE
73002;AIGUEBELLE;45.5328984806,6.30449738468;73220;73;RHONE-ALPES
80003;ACHEUX-EN-AMIENOIS;50.0715561395,2.53117777106;80560;80;PICARDIE
91639;VAYRES-SUR-ESSONNE;48.431521942,2.34569131487;91820;91;ILE-DE-FRANCE
48055;CULTURES;44.4911701749,3.38102042197;48230;48;LANGUEDOC-ROUSSILLON
43172;SAINT-BONNET-LE-FROID;45.143785338,4.43283781114;43290;43;AUVERGNE
25379;MESMAY;47.0580777963,5.85050213365;25440;25;FRANCHE-COMTE
1154;ETREZ;46.3380891758,5.19286414645;1340;1;RHONE-ALPES
78278;GOUPILLIERES;48.8811163086,1.76679868988;78770;78;ILE-DE-FRANCE
18276;VERNAIS;46.7670157945,2.70878494845;18210;18;CENTRE
88011;ARCHES;48.1133336245,6.51405793958;88380;88;LORRAINE
62460;HUBERSENT;50.5830281628,1.73838024518;62630;62;NORD-PAS-DE-CALAIS
46172;LHOSPITALET;44.3536160886,1.42807252232;46170;46;MIDI-PYRENEES
50291;MARGUERAY;48.9003108376,-1.1263529355;50410;50;BASSE-NORMANDIE
51497;SAINT-LUMIER-LA-POPULEUSE;48.7285501546,4.80515575755;51340;51;CHAMPAGNE-ARDENNE
88115;CORCIEUX;48.1672306852,6.88469743225;88430;88;LORRAINE
76051;BACQUEVILLE-EN-CAUX;49.7964859103,1.0104212782;76730;76;HAUTE-NORMANDIE
62545;MANINGHEM;50.5480187009,1.9398392621;62650;62;NORD-PAS-DE-CALAIS
37249;SONZAY;47.5132295352,0.477318608406;37360;37;CENTRE
57738;WALDHOUSE;49.1394116711,7.45605227676;57720;57;LORRAINE
63420;SEYCHALLES;45.8064341619,3.33651456543;63190;63;AUVERGNE
25301;GUYANS-VENNES;47.1669293709,6.58340413101;25390;25;FRANCHE-COMTE
